sku,brand,existing_info,missing_info,recommended_estimation_method,worth_further_research
subway-cn-6in-dadong-roast-duck-sub 大董烤鸭三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-double-dadong-roast-duck-sub 双倍大董烤鸭三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-dadong-sauce-sausage-sub 大董秘酱大肉粒香肠三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-subway-selects-sub 百味精选三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-bacon-sub 培根三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-whole-cut-chicken-thigh-sub 原切鸡腿排三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-cold-cut-trio-sub 肉香满溢三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-italian-sausage-sub 意式香肠三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-golden-combo-sub 金玉满堂三明治(6英寸),Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-roast-beef-turkey 香烤牛火鸡轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-veggie 元气彩蔬轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-veggie-delight 缤纷蔬菜轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-roast-beef 香烤牛肉轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-turkey-breast 火鸡胸轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-ham 西式火腿轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-light-light-double-chicken 活力双鸡轻盈三明治,Subway 赛百味中国,description; merchant_claim:轻盈; 低卡,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-wrap-dadong-duck-wrap 大董烤鸭百味卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-wrap-dadong-sausage-wrap 大董秘酱大肉粒香肠百味卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-wrap-tuna-wrap 金枪鱼百味卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-wrap-black-pepper-steak-wrap 黑胡椒厚切牛排百味卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-wrap-teriyaki-chicken-wrap 照烧鸡百味卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-wrap-turkey-breast-wrap 火鸡胸百味卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bowl-black-pepper-steak-bowl 黑椒厚切牛排能量碗,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bowl-tuna-bowl 深海金枪鱼能量碗,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bowl-double-egg-veggie-bowl 缤纷双蛋能量碗,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bowl-teriyaki-chicken-bowl 秘制照烧鸡能量碗,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bowl-smoked-sausage-bowl 烟熏大肉粒香肠能量碗,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bowl-grilled-chicken-thigh-bowl 原切炙烤鸡腿排能量碗,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-egg-square-cheese-sandwich 蛋方芝士三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-ham-egg-square-cheese 火腿蛋方芝士三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-teriyaki-egg-square-cheese 照烧鸡蛋方芝士三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-sausage-egg-square-cheese 热心肠蛋方芝士三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-sausage-egg-super-grain 热心肠蛋料超能粒三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-double-meat-egg-super-grain 双拼肉肉蛋料超能粒三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-tuna-egg-super-grain 金枪鱼蛋料超能粒三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-egg-cheese-super-grain 蛋料芝士超能粒三明治,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-sausage-egg-cheese-roll 热心肠芝香蛋焙卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-teriyaki-egg-cheese-roll 芝香照烧鸡蛋焙卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-ham-egg-cheese-roll 芝香火腿蛋焙卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-bf-farm-egg-roll 农夫蛋焙卷,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-honey-mustard-chicken-balls 桂香蜜芥夹心鸡球,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-snack-box 赛赛小食盒,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-roasted-wings 赛赛香烤伴翅,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-hash-brown 赛赛烤薯饼,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-juicy-chicken-pieces 赛赛多汁原块鸡,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-western-style-wings 西域风情烤翅,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-side-corn-cup 玉米杯,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-cookie-pea-walnut-cookie 豌豆核桃曲奇,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-cookie-chocolate-chip-cookie 巧克力风味曲奇,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-cookie-oat-raisin-cookie 燕麦提子风味曲奇,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-kids-kids-teriyaki-chicken-meal 照烧鸡三明治儿童餐,Subway 赛百味中国,description; combo_components,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-kids-kids-ham-egg-meal 火腿蛋料三明治儿童餐,Subway 赛百味中国,description; combo_components,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-kids-parent-child-duo-meal 亲子双人餐,Subway 赛百味中国,description; combo_components,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-kids-family-trio-meal 家庭三人餐,Subway 赛百味中国,description; combo_components,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-drink-americano 现磨美式,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-drink-latte 现磨拿铁,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-drink-coconut-americano 椰青美式,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-drink-pear-soup-latte 小吊梨汤拿铁,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-drink-coconut-water 椰皇水,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-drink-soy-milk 豆浆,Subway 赛百味中国,description,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-teng-jiao-ji-tui 藤椒鸡腿中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-bei-jing-kao-ya 北京烤鸭中国汉堡,塔斯汀中国汉堡,description; merchant_claim:官方卖点『招牌国味内馅/传统中国风味』（营销表述，非营养事实）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ban-shao-feng-li 板烧凤梨中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-pei-gen-jian-dan 培根煎蛋中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-zi-ran-jun-gu-niu-rou 孜然菌菇牛肉中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-you-zi-you-wei-ya 有孜有味鸭中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-bi-feng-tang-xie-liu 避风塘蟹味柳中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-duo-zhi-niu-rou 多汁牛肉中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-tao-tao-ang-si-niu 桃桃安格斯牛中国汉堡,塔斯汀中国汉堡,description; merchant_claim:媒体/宣发语境称『减脂党体重控制期专属餐』『备注多菜少酱更无负担』（营销话术，非营养事实，无任何数据支撑）; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-xin-jiang-la-pi-zi-ji-pai 新疆辣皮子鸡排中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-huo-bao-you-yu 火爆鱿鱼中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-huo-bao-la-zi-ji 火爆辣子鸡中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-tian-yuan-cui-ji 田园脆鸡中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ta-ta-ji-tui-xiao-bao 塔塔鸡腿中国小堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-xiang-la-nen-ji-rou 湘辣嫩鸡肉中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ga-ga-shuang-liao-ya 嘎嘎双料鸭中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-xu-fu-niu-bao 徐福牛堡,塔斯汀中国汉堡,description; merchant_claim:联名限定宣传语『扎实可口的徐福牛堡』（营销表述）; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-xiao-long-xia-bao 小龙虾中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ma-po-dou-fu 麻婆豆腐中国汉堡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-cu-shu 粗薯,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-gan-mei-hong-xin-shu-tiao 甘梅红心薯条,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-yan-su-ji-mi-hua 盐酥鸡米花,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-cui-mi-ji-mi-hua 脆米鸡米花,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ta-ta-ji-kuai 塔塔鸡块,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-xiang-la-ji-chi 香辣鸡翅,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-shuang-xiang-chi-gen 双享翅根,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ao-er-liang-kao-chi 奥尔良烤翅,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-huan-xi-quan-chi 欢喜全翅,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-jing-chu-jian-jiao-chi-jian 荆楚尖叫翅尖,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ken-ding-hao-ji-bo 啃定好鸡脖,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ta-ta-xiang-ji-tui 塔塔香鸡腿,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-huang-jin-ma-ti-xia-qiu 黄金马蹄虾球,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-chuan-xiang-xiang-gu-ji 川香香骨鸡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-chuan-shi-xiang-cai-rou-rou-chang 川式香菜肉肉肠,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-tiao-tiao-tang-tu-dou-ni 跳跳糖土豆泥,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-hu-la-tang-tu-dou-ni 胡辣汤土豆泥,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-gui-hua-jiu-niang-ci-ba 桂花酒酿糍粑,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-qiao-ke-li-hong-dou-nai-xiang-juan 巧克力红豆奶香卷,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-mi-zhi-shou-ba-ji 秘汁手扒鸡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-teng-jiao-ban-bian-ji 藤椒半边鸡,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-kai-xun-huo-yan-ji-tui 开熏火焰鸡腿,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-wu-tang-bing-ning-ke-le 无糖冰柠可乐,塔斯汀中国汉堡,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ning-meng-hong-cha 柠檬红茶,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-wang-chun-shan-zha-wu-mei-zhi 望春山楂乌梅汁,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-zi-yu-hong-zao-hei-mi-jiang 紫玉红枣黑米浆（热）,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-ta-ta-feng-wei-nai 塔塔风味奶（热）,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-hua-sheng-jiang 花生浆,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-hai-yan-feng-li-feng-wei-yin 海盐凤梨风味饮,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-qing-mei-jian-xi-qi-pao-yin 青梅见喜气泡饮,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-wu-tang-bing-ning-ka 无糖冰柠咖,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-taocan-tg1096-3pc 单人3件套 TG1096（买一送二）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg1915-4pc 单人四件套 TG1915,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-taocan-tg005-double-burger 百万爆款双堡 TG005,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg2215-3plus2 3+2 随心配 TG2215,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-3-3-3 中国汉堡自选套餐（3汉堡+3小食+3饮品）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-4pc-snack 中国汉堡小食4件套（汉堡+粗薯+鸡米花+可乐）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-xiang-la-ji-tui-danren 香辣鸡腿中国汉堡套餐,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg022-wing-trio 超值翅根三重奏 TG022 / 塔塔翅根桶,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg1769-fries-trio 薯薯三重奏 TG1769,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg1545-snack-n1 塔粉专享热销小吃 N选1 TG1545,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg1542-snack-n2 热销小吃 N选2 TG1542,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-tg2082-5items 塔粉专享 5 样美食 TG2082,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-taocan-double-8pc 精选双人8件套,塔斯汀中国汉堡,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
tastien-cn-taocan-guo-wei-kao-ya-pin-pan 国味烤鸭堡拼盘餐,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-xufu-3pc 徐福美味精选三件套（龙餐馆联名）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-xufu-6pc 薯牛欢享双人六件套（龙餐馆联名）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-taotao-ciba-kele 桃桃安格斯牛堡+桂花酒酿糍粑+冰柠可乐（兑换券）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-burger3-cuimi-ciba 汉堡3选1+脆米鸡米花+桂花酒酿糍粑（兑换券）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
tastien-cn-taocan-mb42-duo-ren 汉堡多人套餐系列 MB42（香辣/藤椒鸡腿堡2选1 + 七喜/冰柠可乐2选1）,塔斯汀中国汉堡,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
