source_id,sku_id,brand,product_name,source_type,source_url,source_title,source_author,source_date,method_notes,is_official,confidence_grade,values_reported,notes
src-mcd-058,mcd-cn-orange-float,麦当劳,阳光橙麦炫酷,official_menu,https://www.mcdonalds.com.cn/product/Drink-16,阳光橙麦炫酷 | 麦当劳官网产品页,麦当劳中国,2026-09-18,,True,A,energy=955kJ(≈228kcal换算); protein=1g; fat=2g; carbs=50g; sodium=77mg,官方产品页营养表(能量以千焦公布)；kcal为精确单位换算。
src-mcd-059,,麦当劳,(品牌级) 多项产品,third_party_analysis,https://www.zhihu.com/question/1977236544629782086,麦当劳中国官网「营养计算器」长期低标多项产品的热量和…（知乎问题）,知乎用户(未具名),,页面返回403无法读取正文，仅据搜索标题得知存在'官网营养计算器低标多项产品热量'的指控；未见可核验的方法或逐项数据，故不作为事实采纳，仅登记为潜在冲突来源。,False,D,无具体数值(未能读取),冲突登记：若后续能取得该指控的逐项对比与实测方法，应对相应SKU补充 conflicting_sources 与 best_current_estimate。当前仍以官方产品页A级值为 best_current_estimate。
src-micun-001,micun-cn-jiandan-shishu-shiguo-banfan,米村拌饭,煎蛋时蔬石锅拌饭,official_menu,https://www.sina.cn/news/detail/5283650279311288.html,米村拌饭推出四款石锅拌饭（米村拌饭官方微博，经新浪转载）,米村拌饭官方微博（经新浪 sina.cn 转载页公开读取）,2026-04-03,,True,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。仅有官方菜单事实（A级菜单事实），无任何能量/宏量数据；UGC 热量表亦未收录此新款。可按同系列基础配置做 component estimate（谷传玲称重基底：蔬菜≈80g/15 kcal + 玉米粒30g/25 + 海苔碎5g/30 + 米饭≈300g/348 + 碗底油≈5g/45 + 煎蛋≈70–90 + 拌饭酱30g/62–73 ≈ 585–626 kcal），但本轮不写入数值字段，避免假精确 → 进 needs_estimation。
src-micun-002,micun-cn-kaoniurou-shiguo-banfan,米村拌饭,烤牛肉石锅拌饭,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=722kcal; energy_range=635-809kcal,722 kcal 来自小红书 UGC 热量表『烤牛肉拌饭～722大卡 24💰』，三份互相独立的转载笔记口径完全一致（722/722/722），但均无称重或计算方法披露 → C 级，附 ±12% 区间。宏量/钠/纤维/糖来源未给 → 留空。同名 AI 内容农场文（新浪·市井分享社 2026-09-15）也报 722 kcal，但其分项表内部自相矛盾（拌饭酱30g 仅记 36 kcal，与零售标签 229 kcal/100g→69 kcal 冲突；烤牛肉41g 记 125 kcal ≈305 kcal/100g 明显偏高；『米饭351g=482大卡』=137 kcal/100g 高于谷传玲称重的116 kcal/100g）→ 判 D 级，仅作旁证不作数值依据。
src-micun-003,micun-cn-mizhi-roujiang-shiguo-banfan,米村拌饭,秘制肉酱石锅拌饭,official_menu,https://www.micun.com/food,米村美食 | 米村拌饭品牌官方网站,米村拌饭（北京米村科技有限公司）,2026-09-18,,True,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。官网与官方微博仅给菜名与文案，无任何营养数据；UGC 热量表亦无此款（表内『酱香牛肉粒198大卡』为单加小食，非本拌饭）。可用『基础基底 + 猪后腿肉酱』做 component estimate，但肉酱克重与肥瘦比完全未知 → 本轮不写数值，进 needs_estimation。
src-micun-004,micun-cn-zhaoshao-jitui-shiguo-banfan,米村拌饭,照烧鸡腿肉石锅拌饭,third_party_analysis,http://m.toutiao.com/group/7680169194310091283/?upstream_biz=VolcEngine,我拆了4份米村拌饭，发现减脂最大的坑根本不是米饭（营养师谷传玲）,营养师谷传玲（首都保健营养美食学会注册营养师）,2026-08-31,注册营养师实物拆解称重法：自费下单门店/外卖实物，将米饭、肉、菜、酱逐一分开称重，再按 USDA FoodData Central 同类熟制食物数据计算能量与蛋白质；文末列 7 条参考文献（含 J Acad Nutr Diet 2012 能量密度系统综述、中国居民膳食营养素参考摄入量2023版）。,False,B,energy=626kcal; energy_range=551-701kcal,B级：谷传玲（注册营养师）自费下单实物，米饭/肉/菜/酱全部拆开称重，按 USDA FoodData Central 计算，文末列 7 条参考文献。原版 626 kcal；她的改良版（米饭减半 + 额外100g菜 + 酱吃1/3 + 加1个50g煎蛋）≈509 kcal（−117 kcal）。去皮鸡腿肉≈50g≈12g蛋白，加煎蛋后总蛋白≈19g。她未区分堂食石锅版与外卖版容器，故本值同时挂到『照烧鸡腿肉拌饭』；石锅版另有锅巴，实际可能略高。仅能量与蛋白有依据，碳水/脂肪/钠/纤维未逐项给出 → 宏量字段留空（SCHEMA §2：一条 SKU 只用一个 nutrition_value_type）。附 ±12% 区间避免假精确。
src-micun-005,micun-cn-feiyi-shiguo-banfan,米村拌饭,非遗石锅拌饭（基础款/素拌饭）,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2604748604300970621,米村拌饭热量测试｜减肥怎么吃米村拌饭（小红书@V生活真探社，经百度笔记聚合页转述）,,2026-09-18,,False,C,energy=717kcal; energy_range=630-800kcal,两个独立 UGC 口径：小红书热量表『石锅拌饭～725大卡 22💰』（三份转载一致 725/725/725）；小红书@小千饱了『石锅拌饭总热量709大卡』并给出逐项 delta。两者均无称重方法披露 → C 级。此处取两源中值 717 kcal 作 estimated_point，并给 630–800 宽区间以覆盖两源各自的 ±12% 带，不作精确宣称。宏量未给 → 留空。
src-micun-006,micun-cn-kaoniurou-banfan,米村拌饭,烤牛肉拌饭,third_party_analysis,http://m.toutiao.com/group/7680169194310091283/?upstream_biz=VolcEngine,我拆了4份米村拌饭，发现减脂最大的坑根本不是米饭（营养师谷传玲）,营养师谷传玲（首都保健营养美食学会注册营养师）,2026-08-31,注册营养师实物拆解称重法：自费下单门店/外卖实物，将米饭、肉、菜、酱逐一分开称重，再按 USDA FoodData Central 同类熟制食物数据计算能量与蛋白质；文末列 7 条参考文献（含 J Acad Nutr Diet 2012 能量密度系统综述、中国居民膳食营养素参考摄入量2023版）。,False,B,energy=619kcal; energy_range=545-694kcal,B级实测（称重+拆解+USDA计算+参考文献）。谷传玲给出的共同基底：蔬菜（菠菜/胡萝卜/杏鲍菇）≈80g=15 kcal、甜玉米粒30g=25 kcal、芝麻海苔碎5g=30 kcal、米饭≈300g=348 kcal、碗底残留油≈5g=45 kcal；瘦牛肉≈55g≈14g蛋白；拌饭酱整包30g：香菇酱73 kcal / 辣味拌饭酱62 kcal。原版合计 619 kcal；改良版（饭半份+加100g菜+酱1/3+加1个50g煎蛋）509 kcal（−110 kcal）。加煎蛋后蛋白≈21g。仅能量与蛋白有据，碳水/脂肪/钠/纤维未逐项给出 → 宏量留空。
src-micun-007,micun-cn-jinqiangyu-banfan,米村拌饭,金枪鱼拌饭,third_party_analysis,http://m.toutiao.com/group/7680169194310091283/?upstream_biz=VolcEngine,我拆了4份米村拌饭，发现减脂最大的坑根本不是米饭（营养师谷传玲）,营养师谷传玲（首都保健营养美食学会注册营养师）,2026-08-31,注册营养师实物拆解称重法：自费下单门店/外卖实物，将米饭、肉、菜、酱逐一分开称重，再按 USDA FoodData Central 同类熟制食物数据计算能量与蛋白质；文末列 7 条参考文献（含 J Acad Nutr Diet 2012 能量密度系统综述、中国居民膳食营养素参考摄入量2023版）。,False,B,energy=636kcal; energy_range=560-712kcal,B级：谷传玲称重，原版 636 kcal。她指出此款已淋沙拉酱（≈10g=50 kcal）又另配一包拌饭酱，是唯一『两种酱同时吃』的款；其改良法为保留预淋沙拉酱（刮不下来）、不加额外那包拌饭酱，配合饭半份+加菜+加煎蛋 → 497 kcal（−139 kcal）。水浸金枪鱼≈60g≈12g蛋白，加煎蛋后≈19g。旁证：小红书 UGC 表 676/678 kcal（C）；小红书@小千饱了 952 kcal（C）。宏量除蛋白外未逐项给出 → 留空。
src-micun-008,micun-cn-zhaoshao-jitui-banfan,米村拌饭,照烧鸡腿肉拌饭,third_party_analysis,http://m.toutiao.com/group/7680169194310091283/?upstream_biz=VolcEngine,我拆了4份米村拌饭，发现减脂最大的坑根本不是米饭（营养师谷传玲）,营养师谷传玲（首都保健营养美食学会注册营养师）,2026-08-31,注册营养师实物拆解称重法：自费下单门店/外卖实物，将米饭、肉、菜、酱逐一分开称重，再按 USDA FoodData Central 同类熟制食物数据计算能量与蛋白质；文末列 7 条参考文献（含 J Acad Nutr Diet 2012 能量密度系统综述、中国居民膳食营养素参考摄入量2023版）。,False,B,energy=626kcal; energy_range=551-701kcal,B级：谷传玲称重原版 626 kcal，改良版≈509 kcal（−117 kcal）。去皮鸡腿肉≈50g≈12g蛋白，加1个煎蛋后总蛋白≈19g。与堂食『照烧鸡腿肉石锅拌饭』共用同一实测值（谷未区分容器）；石锅版另有锅巴，实际可能略高 → 该不确定性已记入 calorie_uncertainty_drivers。宏量除蛋白外留空。
src-micun-009,micun-cn-gali-niurou-banfan,米村拌饭,咖喱牛肉拌饭（咖喱牛肉饭）,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=710kcal; energy_range=625-795kcal,710 kcal 来自小红书 UGC 热量表『咖喱牛肉拌饭～710大卡 23💰』，三份转载一致（710/710/710），无称重方法 → C级，±12%区间。宏量未给 → 留空。⚠️ 命名不一致（拌饭 vs 饭）与是否含米饭未能确认；若为『咖喱牛肉饭』含饭版，710 kcal 与谷传玲基底（米饭348+牛肉+酱≈500–550）加咖喱酱后大致自洽。
src-micun-010,micun-cn-xiezi-shala-banfan,米村拌饭,蟹籽沙拉拌饭,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=685kcal; energy_range=603-767kcal,685 kcal 来自小红书 UGC 热量表（两份转载一致 685/685），无方法披露 → C级，±12%区间。⚠️ 菜单事实仅由 UGC 支撑：官网『经典拌饭』未列此款，2026-04 官方微博四款石锅系列亦无，门店 Ctrip 列表也未出现 → 可能为区域限定/已下架/历史款。last_verified_date 仅到 UGC 笔记口径，标 menu_fact_uncertain。
src-micun-011,micun-cn-zhishi-roujiang-banfan,米村拌饭,芝士肉酱拌饭,third_party_analysis,https://you.ctrip.com/food/shenyang155/127654611.html,米村拌饭(全运路万达店) 本店特色美食 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。菜单事实由 4 家门店列表交叉支撑（中等可信）；无任何营养数据，UGC 热量表未收录，官网亦未列。可用『基础基底 + 肉酱 + 芝士』做 component estimate，但芝士克重完全未知 → 本轮不写数值，进 needs_estimation。
src-micun-012,micun-cn-kids-kaoniurou-banfan,米村拌饭,儿童烤牛肉拌饭,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=440kcal; energy_range=387-493kcal,440 kcal 在三份小红书 UGC 转载笔记与大众点评『杭州平价一人食｜米村拌饭穷鬼套餐(带热量)』（@小陈就吃亿口，2024-01-17，『儿童烤牛肉拌饭💰12 热量参考🔥440卡』）中完全一致 → 四源相互印证，但均无称重/计算方法披露，仍定 C级，±12%区间。宏量未给 → 留空。另：新浪 AI 内容农场文亦引用『儿童版烤牛肉拌饭热量约440大卡』，属对同一 UGC 口径的二手引用，未加权。
src-micun-013,micun-cn-kids-jinqiangyu-banfan,米村拌饭,儿童金枪鱼拌饭,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=395kcal; energy_range=348-442kcal,395 kcal 在三份小红书 UGC 转载 + 大众点评『杭州穷鬼套餐(带热量)』（2024-01，『儿童金枪鱼拌饭💰9 热量参考🔥395卡』）中一致 → C级，±12%区间。蛋白侧证：搜狐/十点读书会（2026-09-10）『一份九块九的儿童金枪鱼拌饭，含60克金枪鱼，大概12克蛋白质』；谷传玲独立称重亦得水浸金枪鱼60g≈12g蛋白 → 蛋白≈12g 有双源支撑，但因整份宏量未系统给出，protein_g 仍留空，数值记于此备查。刺猬公社记者实测的 DIY 组合即以本款（不放酱）为基底。
src-micun-014,micun-cn-kids-zhaoshao-jitui-banfan,米村拌饭,儿童照烧鸡腿肉拌饭,official_menu,https://www.micun.com/food,米村美食 | 米村拌饭品牌官方网站,米村拌饭（北京米村科技有限公司）,2026-09-18,,True,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。官网仅给菜名与图片，无营养数据；UGC 热量表未收录。可按『儿童份≈成人份×0.6–0.65』的比例（由 儿童烤牛肉440 / 烤牛肉619–722 反推）做 component estimate，但该比例只有单点支撑 → 本轮不写数值，进 needs_estimation。
src-micun-015,micun-cn-kids-kaoniurou-shouzhuafan,米村拌饭,儿童烤牛肉手抓饭,third_party_analysis,https://you.ctrip.com/food/shenyang155/127654611.html,米村拌饭(全运路万达店) 本店特色美食 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。⚠️ 菜单事实来源单一且可靠度较低：Ctrip『本店特色美食』为商户/用户自填、无日期、无官方交叉印证；官网与官方微博均无『手抓饭』字样。与『儿童烤牛肉拌饭』是否同款未能确认 → 保留为独立行并标 menu_fact_uncertain，不做营养估算、不套用 440 kcal。
src-micun-016,micun-cn-kids-jinqiangyu-shouzhuafan,米村拌饭,儿童金枪鱼手抓饭,third_party_analysis,https://you.ctrip.com/food/235/127838421.html,米村拌饭(江阴万达店) 本店特色美食 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。同上：菜单事实仅单一商户自填列表支撑，与『儿童金枪鱼拌饭』关系未确认 → menu_only，不估算、不套用 395 kcal。
src-micun-017,micun-cn-light-niuyouguo-shishu,米村拌饭,牛油果时蔬轻食拌饭,official_menu,https://www.itbear.com.cn/html/2026-05/1330801.html,米村轻食拌饭来袭：打工人减脂新选择，吃完竟有意外满足感（含品牌方公布热量数据）,ITBear科技资讯 / 搜狐『洞见繁华』（转述米村品牌方公布数据）,2026-05-09,,False,C,energy=511kcal; energy_range=460-610kcal,能量值为【品牌方公布】，经 北京商报（腾讯新闻转载 2026-05-07）/ ITBear（2026-05-09）/ 搜狐（2026-05-09）三家一致转述。降级说明：SCHEMA §3 的 A 级要求官方同时给出能量+蛋白+碳水+脂肪，此处仅能量；且米村官网 micun.com 全站无营养字段（已 grep 验证 0 命中），官方微博未公布数值，官方小程序需登录、本 agent 未绕过 → 保守记 C，不冒充 A。宏量/钠/纤维未公布 → 全部留空。 品牌公布：牛油果时蔬款约511大卡。谷传玲（B级）独立拆解称重同款：叶菜+圣女果+胡萝卜≈75g=15 kcal、玉米≈40g=33、海苔芝麻碎≈10g=60、牛油果泥≈25g=43、杂粮饭≈230g=267、鸡蛋≈52g=90、焙煎芝麻沙拉汁25g=98 或 油醋沙拉汁25g=14 → 合计约606 kcal（芝麻汁）或 522 kcal（油醋汁），她本人判断『跟品牌对外公布的≥511千卡基本一致』。故 min/max 取 460–610 以覆盖两种酱汁选择。她同时批评『轻食这两个字，真的不等于低热量』『蔬菜只有75克左右，根本没比普通版多多少；优质蛋白主要就一个鸡蛋，大约只有7克蛋白质』。
src-micun-018,micun-cn-light-jituirou-niuyouguo,米村拌饭,鸡腿肉牛油果轻食拌饭（媒体口径：照烧鸡腿肉款）,official_menu,https://www.itbear.com.cn/html/2026-05/1330801.html,米村轻食拌饭来袭：打工人减脂新选择（含品牌方公布热量数据）,ITBear科技资讯 / 搜狐『洞见繁华』（转述米村品牌方公布数据）,2026-05-09,,False,C,energy=672kcal; energy_range=605-739kcal,能量值为【品牌方公布】，经 北京商报（腾讯新闻转载 2026-05-07）/ ITBear（2026-05-09）/ 搜狐（2026-05-09）三家一致转述。降级说明：SCHEMA §3 的 A 级要求官方同时给出能量+蛋白+碳水+脂肪，此处仅能量；且米村官网 micun.com 全站无营养字段（已 grep 验证 0 命中），官方微博未公布数值，官方小程序需登录、本 agent 未绕过 → 保守记 C，不冒充 A。宏量/钠/纤维未公布 → 全部留空。 品牌公布：照烧鸡腿肉款约672大卡。北京商报仅确认四款名称与 21.9–34.9 元价格区间，未给热量；热量数值以 ITBear 与搜狐的一致转述为准。±10% 区间。谷传玲对本款未单独拆解，但其轻食改良口径（杂粮饭2/3 + 加菜 + 加去皮鸡腿≈45g + 改油醋汁）≈534 kcal 可作为减脂版参考。
src-micun-019,micun-cn-light-jinqiangyu-niuyouguo,米村拌饭,金枪鱼牛油果轻食拌饭,official_menu,https://www.itbear.com.cn/html/2026-05/1330801.html,米村轻食拌饭来袭：打工人减脂新选择（含品牌方公布热量数据）,ITBear科技资讯 / 搜狐『洞见繁华』（转述米村品牌方公布数据）,2026-05-09,,False,C,energy=628kcal; energy_range=565-691kcal,能量值为【品牌方公布】，经 北京商报（腾讯新闻转载 2026-05-07）/ ITBear（2026-05-09）/ 搜狐（2026-05-09）三家一致转述。降级说明：SCHEMA §3 的 A 级要求官方同时给出能量+蛋白+碳水+脂肪，此处仅能量；且米村官网 micun.com 全站无营养字段（已 grep 验证 0 命中），官方微博未公布数值，官方小程序需登录、本 agent 未绕过 → 保守记 C，不冒充 A。宏量/钠/纤维未公布 → 全部留空。 品牌公布：金枪鱼款约628大卡。±10% 区间。蛋白未公布；若沿用谷传玲对普通金枪鱼拌饭的称重口径（水浸金枪鱼60g≈12g蛋白）+ 溏心蛋52g≈7g蛋白 ≈ 19g，但轻食款肉量未称重 → 不写入 protein_g 字段。
src-micun-020,micun-cn-light-kaoniurou-niuyouguo,米村拌饭,烤牛肉牛油果轻食拌饭,official_menu,https://www.itbear.com.cn/html/2026-05/1330801.html,米村轻食拌饭来袭：打工人减脂新选择（含品牌方公布热量数据）,ITBear科技资讯 / 搜狐『洞见繁华』（转述米村品牌方公布数据）,2026-05-09,,False,C,energy=723kcal; energy_range=651-795kcal,能量值为【品牌方公布】，经 北京商报（腾讯新闻转载 2026-05-07）/ ITBear（2026-05-09）/ 搜狐（2026-05-09）三家一致转述。降级说明：SCHEMA §3 的 A 级要求官方同时给出能量+蛋白+碳水+脂肪，此处仅能量；且米村官网 micun.com 全站无营养字段（已 grep 验证 0 命中），官方微博未公布数值，官方小程序需登录、本 agent 未绕过 → 保守记 C，不冒充 A。宏量/钠/纤维未公布 → 全部留空。 品牌公布：烤牛肉款约723大卡（四款最高）。±10% 区间。⚠️ 数值巧合提示：723 kcal 与小红书 UGC 表中普通『烤牛肉拌饭 722 大卡』几乎相同，二者是否同源（UGC 表反向引用品牌数据，或反之）无法判定 → 登记为潜在数据污染风险，未据此调整任何数值。谷传玲改良口径（杂粮饭2/3 + 加菜 + 加半份牛肉≈40g + 改油醋汁）≈521 kcal。
src-micun-021,micun-cn-shiban-jidan,米村拌饭,石板鸡蛋,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=402kcal; energy_range=354-450kcal,数值来自小红书 UGC『米村拌饭热量测评』表（三份转载均收录）。三份转载笔记交叉核对结果：402 / 402 / 402 完全一致。均无称重/计算方法披露 → 按 SCHEMA §3 定 C 级，附 ±12% 区间，不冒充 B 级。宏量营养素/钠/纤维/糖来源均未给 → 全部留空。
src-micun-022,micun-cn-shiban-roujiang-doufu,米村拌饭,石板肉酱豆腐（UGC 亦记作石板豆腐/铁板豆腐）,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=323kcal; energy_range=284-362kcal,数值来自小红书 UGC『米村拌饭热量测评』表（三份转载均收录）。三份转载笔记交叉核对结果：323 / 323 / 323 完全一致；名称在官方（石板肉酱豆腐）与 UGC（石板豆腐/铁板豆腐）间不一致但热量值相同 → 判定同款异名，已在 product_name 并列。均无称重/计算方法披露 → 按 SCHEMA §3 定 C 级，附 ±12% 区间，不冒充 B 级。宏量营养素/钠/纤维/糖来源均未给 → 全部留空。
src-micun-023,micun-cn-roumo-qiezi-bao,米村拌饭,肉末茄子煲,official_menu,https://www.micun.com/food,米村美食 | 米村拌饭品牌官方网站,米村拌饭（北京米村科技有限公司）,2026-09-18,,True,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。官网确认在售（菜单事实 A 级），但官网无任何营养数据；UGC 热量表未收录此款。茄子吸油特性使 component estimate 误差极大（油量完全未知）→ 不写数值，进 needs_estimation，并标记为减脂场景需回避项。
src-micun-024,micun-cn-zhishi-niangao-ji,米村拌饭,芝士年糕鸡,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=726kcal; energy_range=639-813kcal,数值来自小红书 UGC『米村拌饭热量测评』表（三份转载均收录）。三份转载笔记交叉核对结果：725 / 728 / 725 —— 存在 3 kcal 的微小分歧，取中值 726 kcal 并保留 ±12% 区间。均无称重/计算方法披露 → 按 SCHEMA §3 定 C 级，附 ±12% 区间，不冒充 B 级。宏量营养素/钠/纤维/糖来源均未给 → 全部留空。
src-micun-025,micun-cn-xiangla-xiaochao-niurou,米村拌饭,香辣小炒牛肉,third_party_analysis,https://you.ctrip.com/food/154/135294334.html,米村拌饭(恒隆广场店) 本店特色美食 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。菜单事实由两家门店列表交叉支撑（中等可信）+ 财经天下报道旁证；无任何营养数据，UGC 热量表未收录（表内『酱香牛肉粒198大卡』为另一款单加小食，不合并）。小炒类油量未知 → 不写数值，进 needs_estimation。
src-micun-026,micun-cn-roumo-suan-doujiao,米村拌饭,肉末酸豆角,third_party_analysis,https://you.ctrip.com/food/beijing1/131003055.html,米村拌饭(熙悦龙湖店) 本店特色美食 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。菜单事实多店交叉（7/9 家门店列表）→ 可信度较高；无任何营养数据，UGC 热量表未收录 → needs_estimation。⚠️ 高钠风险项（酸豆角为腌渍品），钠值无来源，不填。
src-micun-027,micun-cn-suancai-shao-feichang,米村拌饭,酸菜烧肥肠,third_party_analysis,https://you.ctrip.com/food/beijing1/136360543-dianping.html,米村拌饭(望京凯德MALL店) 游友点评/特色菜 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。菜单事实多店交叉（8/9 家）→ 可信；无任何营养数据，UGC 热量表未收录。肥肠为高脂内脏，component estimate 误差大 → 不写数值，进 needs_estimation。⚠️ 减脂场景明确高风险项。
src-micun-028,micun-cn-roumo-doufu,米村拌饭,肉末豆腐,third_party_analysis,https://you.ctrip.com/food/beijing1/136360543-dianping.html,米村拌饭(望京凯德MALL店) 游友点评/特色菜 | 携程美食,携程美食（商户/用户自填特色菜列表）,2026-09-18,,False,D,无数值（仅菜单事实/组成信息）,【菜单事实引用，无营养数值】本行仅用于支撑该 SKU 的存在性/分类/规格/组成，未提供任何能量或宏量数据，故 source 级 confidence 记 D（SCHEMA §3 无 U 级）。⚠️ 单一门店列表出现，且与官网『石板肉酱豆腐』/UGC『石板豆腐323大卡』疑似同款异名。按 SCHEMA『冲突不擅自取舍』保留为独立行 + menu_fact_uncertain，不合并、不套用 323 kcal。
src-micun-029,micun-cn-wuhuarou-jian-suancai,米村拌饭,五花肉煎酸菜,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=498kcal; energy_range=438-558kcal,数值来自小红书 UGC『米村拌饭热量测评』表（三份转载均收录）。三份转载笔记交叉核对结果：498 / 498 / 498 完全一致。均无称重/计算方法披露 → 按 SCHEMA §3 定 C 级，附 ±12% 区间，不冒充 B 级。宏量营养素/钠/纤维/糖来源均未给 → 全部留空。
src-micun-030,micun-cn-zhishi-yumi,米村拌饭,芝士玉米,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_2857837884429501260,热量测评第1⃣️8⃣️5⃣ #米村拌饭热量（小红书笔记，经百度笔记聚合页转述）,小红书笔记（作者：养生美容小窍门），经百度笔记聚合页转述,2026-09-18,,False,C,energy=381kcal; energy_range=335-427kcal,数值来自小红书 UGC『米村拌饭热量测评』表（三份转载均收录）。三份转载笔记交叉核对结果：381 / 381 / 381 完全一致。均无称重/计算方法披露 → 按 SCHEMA §3 定 C 级，附 ±12% 区间，不冒充 B 级。宏量营养素/钠/纤维/糖来源均未给 → 全部留空。
