id,brand,brand_category,product_name,product_name_normalized,menu_category,product_description,serving_size,serving_size_unit,energy_kcal,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,nutrition_value_type,energy_min_kcal,energy_max_kcal,protein_min_g,protein_max_g,carbs_min_g,carbs_max_g,fat_min_g,fat_max_g,primary_source_type,primary_source_url,primary_source_title,primary_source_date,secondary_source_url,source_notes,confidence_grade,merchant_claims,xiaohongshu_keywords,common_modifications,tags,research_status,last_verified_date,item_type,combo_components,calorie_uncertainty_drivers,conflicting_sources,best_current_estimate
laoxiangji-cn-158-yuanweidoujiang-xianmoben,老乡鸡,B,原味豆浆（现磨版本）,yuanweidoujiang,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号158/191。,100,g,14,1.1,0.9,0.7,,0,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 原味豆浆（现磨版本） 热量; 老乡鸡 原味豆浆（现磨版本） 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; fat_loss_friendly,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：14kcal/蛋白1.1g/脂肪0.7g/碳水0.9g/钠0mg 为记录基准值(A级exact)。
laoxiangji-cn-159-yuanweidoujiang-chongdiaoben,老乡鸡,B,原味豆浆（冲调版本）,yuanweidoujiang,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号159/191。,100,g,57,2.7,8.5,1.3,,18,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 原味豆浆（冲调版本） 热量; 老乡鸡 原味豆浆（冲调版本） 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; fat_loss_friendly,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：57kcal/蛋白2.7g/脂肪1.3g/碳水8.5g/钠18mg 为记录基准值(A级exact)。
laoxiangji-cn-160-caicigao,老乡鸡,B,菜糍糕,caicigao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号160/191。,100,g,271,5.3,46.3,6.9,,391,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 菜糍糕 热量; 老乡鸡 菜糍糕 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：271kcal/蛋白5.3g/脂肪6.9g/碳水46.3g/钠391mg 为记录基准值(A级exact)。
laoxiangji-cn-161-tanggao-hongtangxian,老乡鸡,B,糖糕（红糖馅）,tanggao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号161/191。,100,g,248,4.3,41.4,7.1,,23,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 糖糕（红糖馅） 热量; 老乡鸡 糖糕（红糖馅） 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：248kcal/蛋白4.3g/脂肪7.1g/碳水41.4g/钠23mg 为记录基准值(A级exact)。
laoxiangji-cn-162-xianzhadayoutiao,老乡鸡,B,现炸大油条,xianzhadayoutiao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号162/191。,100,g,445,6.7,41.7,28.1,,482,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈388kcal。",A,官方主动提示：老乡鸡热量最高菜品之一，提醒减脂人群谨慎选择,老乡鸡 现炸大油条 热量; 老乡鸡 现炸大油条 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; high_fat; high_calorie; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：445kcal/蛋白6.7g/脂肪28.1g/碳水41.7g/钠482mg 为记录基准值(A级exact)。 第三方per-份估计：388kcal(区间见conflicting_sources)。
laoxiangji-cn-163-xiangsuniuroubing,老乡鸡,B,香酥牛肉饼,xiangsuniuroubing,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号163/191。,100,g,291,9.7,37.3,11.3,,493,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈277kcal。",A,,老乡鸡 香酥牛肉饼 热量; 老乡鸡 香酥牛肉饼 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：291kcal/蛋白9.7g/脂肪11.3g/碳水37.3g/钠493mg 为记录基准值(A级exact)。 第三方per-份估计：277kcal(区间见conflicting_sources)。
laoxiangji-cn-164-xiangcuichunjuan,老乡鸡,B,香脆春卷,xiangcuichunjuan,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号164/191。,100,g,309,3.2,35.0,17.4,,450,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 香脆春卷 热量; 老乡鸡 香脆春卷 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; high_calorie; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：309kcal/蛋白3.2g/脂肪17.4g/碳水35.0g/钠450mg 为记录基准值(A级exact)。
laoxiangji-cn-165-chayedan,老乡鸡,B,茶叶蛋,chayedan,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号165/191。,100,g,145,13.6,2.4,9.1,,402,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈74kcal。",A,,老乡鸡 茶叶蛋 热量; 老乡鸡 茶叶蛋 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; moderate_protein,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：145kcal/蛋白13.6g/脂肪9.1g/碳水2.4g/钠402mg 为记录基准值(A级exact)。 第三方per-份估计：74kcal(区间见conflicting_sources)。
laoxiangji-cn-166-congxiangjiangroubao,老乡鸡,B,葱香酱肉包,congxiangjiangroubao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号166/191。,100,g,282,8.4,30.7,14.0,,254,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 葱香酱肉包 热量; 老乡鸡 葱香酱肉包 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：282kcal/蛋白8.4g/脂肪14.0g/碳水30.7g/钠254mg 为记录基准值(A级exact)。
laoxiangji-cn-167-fenghuangdan,老乡鸡,B,凤凰蛋,fenghuangdan,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号167/191。,100,g,156,15.7,1.1,9.9,,158,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 凤凰蛋 热量; 老乡鸡 凤凰蛋 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; high_protein,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：156kcal/蛋白15.7g/脂肪9.9g/碳水1.1g/钠158mg 为记录基准值(A级exact)。
laoxiangji-cn-168-huajuan,老乡鸡,B,花卷,huajuan,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号168/191。,100,g,236,7.3,47.7,1.4,,271,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈192kcal。",A,,老乡鸡 花卷 热量; 老乡鸡 花卷 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：236kcal/蛋白7.3g/脂肪1.4g/碳水47.7g/钠271mg 为记录基准值(A级exact)。 第三方per-份估计：192kcal(区间见conflicting_sources)。
laoxiangji-cn-169-jicaixianrouzhengjiao,老乡鸡,B,荠菜鲜肉蒸饺,jicaixianrouzhengjiao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号169/191。,100,g,198,7.2,23.7,8.2,,389,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈178kcal。",A,,老乡鸡 荠菜鲜肉蒸饺 热量; 老乡鸡 荠菜鲜肉蒸饺 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分,breakfast; steamed_or_stewed; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：198kcal/蛋白7.2g/脂肪8.2g/碳水23.7g/钠389mg 为记录基准值(A级exact)。 第三方per-份估计：178kcal(区间见conflicting_sources)。
laoxiangji-cn-170-laomianxiaolongbao,老乡鸡,B,老面小笼包,laomianxiaolongbao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号170/191。,100,g,216,7.8,27.0,8.4,,302,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈336kcal。",A,,老乡鸡 老面小笼包 热量; 老乡鸡 老面小笼包 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,米饭/主食减半; 少酱汁,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：216kcal/蛋白7.8g/脂肪8.4g/碳水27.0g/钠302mg 为记录基准值(A级exact)。 第三方per-份估计：336kcal(区间见conflicting_sources)。
laoxiangji-cn-171-naihuangjibao,老乡鸡,B,奶黄鸡包,naihuangjibao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号171/191。,100,g,220,5.3,46.3,1.2,,48,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈154kcal。",A,,老乡鸡 奶黄鸡包 热量; 老乡鸡 奶黄鸡包 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：220kcal/蛋白5.3g/脂肪1.2g/碳水46.3g/钠48mg 为记录基准值(A级exact)。 第三方per-份估计：154kcal(区间见conflicting_sources)。
laoxiangji-cn-172-shuizhudan,老乡鸡,B,水煮蛋,shuizhudan,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号172/191。,100,g,144,13.0,1.6,9.5,,141,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 水煮蛋 热量; 老乡鸡 水煮蛋 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; moderate_protein; steamed_or_stewed,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：144kcal/蛋白13.0g/脂肪9.5g/碳水1.6g/钠141mg 为记录基准值(A级exact)。
laoxiangji-cn-173-xiangguqingcaibao-bocaimianpi,老乡鸡,B,香菇青菜包（菠菜面皮）,xiangguqingcaibao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号173/191。,100,g,243,5.1,28.3,12.2,,397,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 香菇青菜包（菠菜面皮） 热量; 老乡鸡 香菇青菜包（菠菜面皮） 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,米饭/主食减半; 少酱汁,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：243kcal/蛋白5.1g/脂肪12.2g/碳水28.3g/钠397mg 为记录基准值(A级exact)。
laoxiangji-cn-174-xiangguzhuroushaomai,老乡鸡,B,香菇猪肉烧麦,xiangguzhuroushaomai,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号174/191。,100,g,239,5.8,39.7,6.2,,500,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈118kcal。",A,,老乡鸡 香菇猪肉烧麦 热量; 老乡鸡 香菇猪肉烧麦 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,少油; 少盐; 去皮; 只吃瘦肉部分,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：239kcal/蛋白5.8g/脂肪6.2g/碳水39.7g/钠500mg 为记录基准值(A级exact)。 第三方per-份估计：118kcal(区间见conflicting_sources)。
laoxiangji-cn-175-laomianmantou,老乡鸡,B,老面馒头,laomianmantou,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号175/191。,100,g,240,6.2,48.1,2.2,,101,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 老面馒头 热量; 老乡鸡 老面馒头 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,米饭/主食减半; 少酱汁,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：240kcal/蛋白6.2g/脂肪2.2g/碳水48.1g/钠101mg 为记录基准值(A级exact)。
laoxiangji-cn-176-heiquanmaijidingbao,老乡鸡,B,黑全麦鸡丁包,heiquanmaijidingbao,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号176/191。,100,g,201,9.2,29.3,5.0,,329,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 黑全麦鸡丁包 热量; 老乡鸡 黑全麦鸡丁包 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：201kcal/蛋白9.2g/脂肪5.0g/碳水29.3g/钠329mg 为记录基准值(A级exact)。
laoxiangji-cn-177-nuomizagufantuan-aoerliangjirouxian,老乡鸡,B,糯米杂谷饭团（奥尔良鸡肉馅）,nuomizagufantuan,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号177/191。,100,g,177,5.6,33.7,2.0,,410,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 糯米杂谷饭团（奥尔良鸡肉馅） 热量; 老乡鸡 糯米杂谷饭团（奥尔良鸡肉馅） 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,米饭/主食减半; 少酱汁; 去皮; 只吃瘦肉部分,breakfast; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：177kcal/蛋白5.6g/脂肪2.0g/碳水33.7g/钠410mg 为记录基准值(A级exact)。
laoxiangji-cn-178-houtougushanyaoyumihu,老乡鸡,B,猴头菇山药玉米糊,houtougushanyaoyumihu,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号178/191。,100,g,64,1.3,14.4,0.0,,0,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 猴头菇山药玉米糊 热量; 老乡鸡 猴头菇山药玉米糊 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; fat_loss_friendly,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：64kcal/蛋白1.3g/脂肪0.0g/碳水14.4g/钠0mg 为记录基准值(A级exact)。
laoxiangji-cn-179-xiangcuitudousibing,老乡鸡,B,香脆土豆丝饼,xiangcuitudousibing,早餐,老乡鸡在售菜品（官方溯源报告2.0分类：早餐）。序号179/191。,100,g,304,2.3,29.0,20.0,,385,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 香脆土豆丝饼 热量; 老乡鸡 香脆土豆丝饼 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,按需搭配蔬菜/减少主食,breakfast; high_fat; high_calorie; carb_heavy,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 单个克重; 是否配酱/糖,,官方检测每100g：304kcal/蛋白2.3g/脂肪20.0g/碳水29.0g/钠385mg 为记录基准值(A级exact)。
laoxiangji-cn-180-bangbangxia,老乡鸡,B,棒棒虾,bangbangxia,炸品,老乡鸡在售菜品（官方溯源报告2.0分类：炸品）。序号180/191。,100,g,347,10.1,28.2,21.6,,407,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://lxjchina.com.cn/info.php?class_id=102106,官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。,A,,老乡鸡 棒棒虾 热量; 老乡鸡 棒棒虾 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分; 去掉外层裹粉; 与清蒸/白灼菜替换,fried; high_calorie; moderate_protein; high_fat,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 裹粉吸油量; 油炸时间,,官方检测每100g：347kcal/蛋白10.1g/脂肪21.6g/碳水28.2g/钠407mg 为记录基准值(A级exact)。
laoxiangji-cn-181-shengzhadajitui,老乡鸡,B,生炸大鸡腿,shengzhadajitui,炸品,老乡鸡在售菜品（官方溯源报告2.0分类：炸品）。序号181/191。,100,g,241,22.1,12.4,11.3,,1080,,exact,,,,,,,,,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息（每100g）,2026-04-30,https://m.trfsz.com/newsview1316060.html,"官方《菜品溯源报告2.0》第三方检测4+1(热量/蛋白质/脂肪/碳水/钠)，基准为每100g；报告未逐项给出每份克重，故per-份数值需门店实际份量，未臆造。 第三方per-份参考(非官方,无方法披露,C级)：泰然健康网(第三方,无称重方法)per-份≈432kcal。",A,,老乡鸡 生炸大鸡腿 热量; 老乡鸡 生炸大鸡腿 减脂; 老乡鸡 营养 热量表; 老乡鸡 减脂 怎么点,去皮; 只吃瘦肉部分; 去掉外层裹粉; 与清蒸/白灼菜替换,fried; high_calorie; high_protein; high_sodium,complete,2026-09-18,single_item,,门店实际每份克重(官方公示为每100g基准); 裹粉吸油量; 油炸时间,,官方检测每100g：241kcal/蛋白22.1g/脂肪11.3g/碳水12.4g/钠1080mg 为记录基准值(A级exact)。 第三方per-份估计：432kcal(区间见conflicting_sources)。
